Fri Mar 26 19:53:42 2021    output.dat

         137168 function calls (132854 primitive calls) in 0.646 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.009    0.009 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:555(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:568(SpecifierSet)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\tempfile.py:623(SpooledTemporaryFile)
        3    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:1409(has_metadata)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:205(ParseBaseException)
       13    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:121(_type_convert)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\functools.py:934(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\extern\__init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\os.py:44(_get_exports_list)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:861(_parse_flags)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4214(copy)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\weakref.py:485(popitem)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\datetime.py:473(timedelta)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\datetime.py:2216(timezone)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\datetime.py:1270(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:552(WorkingSet)
        1    0.000    0.000    0.002    0.002 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:958(Environment)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:1597(_setup_prefix)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\datetime.py:1245(time)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\zipfile.py:773(ZipExtFile)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:353(get_provider)
       10    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\email\_policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\packaging\version.py:68(LegacyVersion)
        4    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\six.py:184(find_module)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\email\_parseaddr.py:203(AddrlistClass)
       12    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:315(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\_bootlocale.py:11(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\extern\__init__.py:57(install)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:462(Optional)
        6    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\ntpath.py:214(basename)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\importlib\abc.py:200(InspectLoader)
      2/1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3939(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:257(VersionConflict)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\weakref.py:93(WeakValueDictionary)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:1383(NullProvider)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\importlib\abc.py:299(SourceLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:815(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1298(addCondition)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:289(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:3244(_initialize)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\weakref.py:354(WeakKeyDictionary)
       16    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:1155(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\calendar.py:72(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4197(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\contextlib.py:15(AbstractContextManager)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:7(Infinity)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\functools.py:839(register)
        8    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:976(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:77(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\plistlib.py:164(_PlistParser)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\six.py:469(Module_six_moves_urllib)
       10    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\__future__.py:83(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:300(__init_subclass__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\packaging\version.py:39(_BaseVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\sysconfig.py:124(_is_python_source_dir)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\inspect.py:778(_ClassFinder)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:1390(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\importlib\abc.py:346(ResourceReader)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\weakref.py:365(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\packaging\version.py:385(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3015(parseImpl)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:924(clear)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\enum.py:899(_missing_)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:1629(_register)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\zipfile.py:2227(Path)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:55(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:1124(ResourceManager)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2439(Keyword)
        8    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4783(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3458(__init__)
      6/2    0.000    0.000    0.001    0.001 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4183(streamline)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\os.py:674(__getitem__)
       13    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:409(__subclasshook__)
        4    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\packaging\version.py:61(_compare)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1972(__xor__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\string.py:159(Formatter)
       13    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:317(_SpecialForm)
       16    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:726(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:144(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:356(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:319(CDLL)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:460(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:1593(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:1687(MemoizedZipManifests)
        9    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:2352(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\pkgutil.py:195(ImpImporter)
        6    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\opcode.py:50(jabs_op)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2765(Regex)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1441(tryParse)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\contextlib.py:376(_BaseExitStack)
        5    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\posixpath.py:41(_get_sep)
        3    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:644(__getattr__)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\zipfile.py:591(LZMACompressor)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:721(_GenericAlias)
      3/2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:343(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\enum.py:410(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:1707(ZipProvider)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\enum.py:745(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\zipfile.py:1102(_ZipWriteFile)
        7    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:320(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4163(__lshift__)
        1    0.000    0.000    0.008    0.008 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4904(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:1728(SupportsInt)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\datetime.py:823(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\email\charset.py:167(Charset)
        5    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\ast.py:517(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:302(DistributionNotFound)
        2    0.000    0.000    0.018    0.009 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:3239(_call_aside)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\importlib\abc.py:31(Finder)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:209(_deduplicate)
       11    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:623(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:733(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\inspect.py:924(BlockFinder)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3046(White)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3256(ParseExpression)
       12    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\packaging\version.py:367(_parse_local_version)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\sysconfig.py:618(get_platform)
        3    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:1406(_get_metadata_path)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:651(_BaseGenericAlias)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:441(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:945(Generic)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\os.py:746(encodekey)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\tokenize.py:319(read_or_stop)
        3    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:502(CFunctionType)
        1    0.000    0.000    0.002    0.002 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:176(get_supported_platform)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:3105(Requirement)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:804(_SpecialGenericAlias)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\email\header.py:541(_Accumulator)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4234(Combine)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\tempfile.py:124(_RandomNameSequence)
        5    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\opcode.py:46(jrel_op)
       13    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\contextlib.py:37(AbstractAsyncContextManager)
        8    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2975(CharsNotIn)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:782(is_package)
        6    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:456(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\shutil.py:69(Error)
        3    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\datetime.py:2236(_create)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\string.py:57(Template)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\tempfile.py:766(TemporaryDirectory)
        3    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:501(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\zipfile.py:614(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\importlib\util.py:266(LazyLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\weakref.py:39(WeakMethod)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:328(__repr__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\platform.py:740(_Processor)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\email\_policybase.py:18(_PolicyBase)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Roaming\Python\Python39\site-packages\pygame\pkgdata.py:46(getResource)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\email\header.py:179(Header)
        4    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3715(ParseElementEnhance)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\sysconfig.py:133(_fix_pcbuild)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\zipfile.py:2159(CompleteDirs)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\contextlib.py:525(AsyncExitStack)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\pkgutil.py:269(ImpLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:329(UnknownExtra)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:1255(Annotated)
        3    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\datetime.py:45(_days_before_year)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\email\_policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\email\header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:437(LibraryLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4141(Forward)
        4    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:343(register_loader_type)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\__init__.py:1131(resource_exists)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\six.py:164(_SixMetaPathImporter)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\packaging\version.py:49(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\datetime.py:665(__neg__)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\typing.py:824(copy_with)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\email\__init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\KJ\AppData\Local\Programs\Python\Python39\lib\ast.py:383(NodeVisitor)
